"Tissue","Cell_type","Category","Change","Chromosome","Start","End","Annotation","Gene.ID","Symbol","Correlated_Start","Correlated_End","Correlated_Annotation","Correlated_Gene.ID","Correlated_Symbol","Correlation"
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr17",3914230,3914730,"Promoter (1-2kb)",5023,"P2RX1",3961435,3961935,"Promoter (2-3kb)",489,"ATP2A3",0.65911422
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr17",3914230,3914730,"Promoter (1-2kb)",5023,"P2RX1",3916320,3916820,"Promoter (<=1kb)",5023,"P2RX1",0.603992788
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr17",3961435,3961935,"Promoter (2-3kb)",489,"ATP2A3",3914230,3914730,"Promoter (1-2kb)",5023,"P2RX1",0.65911422
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr17",3964238,3964738,"Promoter (<=1kb)",489,"ATP2A3",3916320,3916820,"Promoter (<=1kb)",5023,"P2RX1",0.520641693
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",4639146,4639646,"Promoter (<=1kb)",126282,"TNFAIP8L1",4670147,4670647,"Promoter (<=1kb)",56005,"MYDGF",0.779535914
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",4959186,4959686,"Intron (ENST00000612630.4/29128, intron 16 of 16)",23030,"KDM4B",4968604,4969104,"Promoter (<=1kb)",23030,"KDM4B",0.617046469
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",4968604,4969104,"Promoter (<=1kb)",23030,"KDM4B",4959186,4959686,"Intron (ENST00000612630.4/29128, intron 16 of 16)",23030,"KDM4B",0.617046469
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",5904331,5904831,"Promoter (<=1kb)",828,"CAPS",5903577,5904077,"Promoter (<=1kb)",126328,"NDUFA11",0.532724645
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",6767429,6767929,"Promoter (<=1kb)",10045,"SH2D3A",6737495,6737995,"Promoter (<=1kb)",56927,"GPR108",0.552246742
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",6767429,6767929,"Promoter (<=1kb)",10045,"SH2D3A",6753263,6753763,"Promoter (1-2kb)",10045,"SH2D3A",0.536567559
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",7183189,7183689,"Intron (ENST00000341500.9/3643, intron 3 of 20)",3643,"INSR",7197910,7198410,"Intron (ENST00000341500.9/3643, intron 2 of 20)",3643,"INSR",0.502080315
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",7197116,7197616,"Intron (ENST00000341500.9/3643, intron 2 of 20)",3643,"INSR",7197910,7198410,"Intron (ENST00000341500.9/3643, intron 2 of 20)",3643,"INSR",0.655491599
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",7197910,7198410,"Intron (ENST00000341500.9/3643, intron 2 of 20)",3643,"INSR",7183189,7183689,"Intron (ENST00000341500.9/3643, intron 3 of 20)",3643,"INSR",0.502080315
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",7197910,7198410,"Intron (ENST00000341500.9/3643, intron 2 of 20)",3643,"INSR",7197116,7197616,"Intron (ENST00000341500.9/3643, intron 2 of 20)",3643,"INSR",0.655491599
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr17",7650589,7651089,"Promoter (<=1kb)",482,"ATP1B2",7614940,7615440,"Promoter (<=1kb)",9513,"FXR2",0.500361504
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr1",7783808,7784308,"Promoter (<=1kb)",8863,"PER3",7771001,7771501,"Promoter (<=1kb)",9341,"VAMP3",0.562644622
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",8209008,8209508,"Promoter (<=1kb)",79603,"CERS4",8209514,8210014,"Promoter (<=1kb)",79603,"CERS4",0.702624809
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr3",9749698,9750198,"Promoter (<=1kb)",4968,"OGG1",9731142,9731642,"Promoter (<=1kb)",7862,"BRPF1",0.523216353
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",10461115,10461615,"Promoter (2-3kb)",5141,"PDE4A",10431901,10432401,"Promoter (<=1kb)",5141,"PDE4A",0.517232669
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",10461115,10461615,"Promoter (2-3kb)",5141,"PDE4A",10431232,10431732,"Promoter (<=1kb)",5141,"PDE4A",0.534361867
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",10461115,10461615,"Promoter (2-3kb)",5141,"PDE4A",10502573,10503073,"Promoter (<=1kb)",9817,"KEAP1",0.634985739
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",10870965,10871465,"Promoter (<=1kb)",10498,"CARM1",10867851,10868351,"Intron (ENST00000592854.5/255809, intron 7 of 7)",10498,"CARM1",0.537185986
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",10870965,10871465,"Promoter (<=1kb)",10498,"CARM1",10835993,10836493,"Promoter (<=1kb)",11018,"TMED1",0.535480578
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr1",11012098,11012598,"Promoter (<=1kb)",23435,"TARDBP",11059894,11060394,"Promoter (<=1kb)",6723,"SRM",0.672487782
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",11339441,11339941,"Promoter (<=1kb)",9545,"RAB3D",11324181,11324681,"Promoter (<=1kb)",105372274,"HSPC102",0.503694527
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",11339441,11339941,"Promoter (<=1kb)",9545,"RAB3D",11381429,11381929,"Promoter (<=1kb)",2057,"EPOR",0.519251686
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr10",11678093,11678593,"Distal Intergenic",79746,"ECHDC3",11664043,11664543,"Distal Intergenic",9712,"USP6NL",0.519008494
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr1",11926254,11926754,"Promoter (<=1kb)",90231,"KIAA2013",11909382,11909882,"Promoter (1-2kb)",26829,"RNU5E-1",0.515656252
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",12789833,12790333,"Promoter (1-2kb)",3726,"JUNB",12775377,12775877,"Promoter (<=1kb)",29911,"HOOK2",0.563836996
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",12791169,12791669,"Promoter (<=1kb)",3726,"JUNB",12775377,12775877,"Promoter (<=1kb)",29911,"HOOK2",0.507462584
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",12791169,12791669,"Promoter (<=1kb)",3726,"JUNB",12801648,12802148,"Promoter (<=1kb)",10535,"RNASEH2A",0.508186189
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",14518381,14518881,"Promoter (<=1kb)",3337,"DNAJB1",14529238,14529738,"Promoter (<=1kb)",3337,"DNAJB1",0.649653562
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr1",15524144,15524644,"Promoter (<=1kb)",842,"CASP9",15524736,15525236,"Promoter (<=1kb)",842,"CASP9",0.753851179
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr1",15524736,15525236,"Promoter (<=1kb)",842,"CASP9",15524144,15524644,"Promoter (<=1kb)",842,"CASP9",0.753851179
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",16139742,16140242,"Exon (ENST00000597983.1/ENST00000597983.1, exon 1 of 2)",84941,"HSH2D",16111359,16111859,"Promoter (<=1kb)",4218,"RAB8A",0.595672962
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",16139742,16140242,"Exon (ENST00000597983.1/ENST00000597983.1, exon 1 of 2)",84941,"HSH2D",16118432,16118932,"Intron (ENST00000300935.8/4218, intron 2 of 7)",4218,"RAB8A",0.560676179
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",16139742,16140242,"Exon (ENST00000597983.1/ENST00000597983.1, exon 1 of 2)",84941,"HSH2D",16134428,16134928,"Promoter (<=1kb)",84941,"HSH2D",0.558320219
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",16143395,16143895,"Promoter (<=1kb)",84941,"HSH2D",16118432,16118932,"Intron (ENST00000300935.8/4218, intron 2 of 7)",4218,"RAB8A",0.70130589
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",16143395,16143895,"Promoter (<=1kb)",84941,"HSH2D",16111359,16111859,"Promoter (<=1kb)",4218,"RAB8A",0.618187839
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",16143395,16143895,"Promoter (<=1kb)",84941,"HSH2D",16134428,16134928,"Promoter (<=1kb)",84941,"HSH2D",0.631497954
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",16143395,16143895,"Promoter (<=1kb)",84941,"HSH2D",16155679,16156179,"3' UTR",84941,"HSH2D",0.583604343
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",16143395,16143895,"Promoter (<=1kb)",84941,"HSH2D",16117659,16118159,"Intron (ENST00000300935.8/4218, intron 1 of 7)",4218,"RAB8A",0.505285113
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",16155679,16156179,"3' UTR",84941,"HSH2D",16111359,16111859,"Promoter (<=1kb)",4218,"RAB8A",0.573872441
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",16155679,16156179,"3' UTR",84941,"HSH2D",16143395,16143895,"Promoter (<=1kb)",84941,"HSH2D",0.583604343
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",16155679,16156179,"3' UTR",84941,"HSH2D",16118432,16118932,"Intron (ENST00000300935.8/4218, intron 2 of 7)",4218,"RAB8A",0.633836196
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",16155679,16156179,"3' UTR",84941,"HSH2D",16134428,16134928,"Promoter (<=1kb)",84941,"HSH2D",0.553920951
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",16155679,16156179,"3' UTR",84941,"HSH2D",16197637,16198137,"Promoter (<=1kb)",8907,"AP1M1",0.501196448
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",16324507,16325007,"Promoter (<=1kb)",10365,"KLF2",16371436,16371936,"Intron (ENST00000602022.5/58513, intron 21 of 22)",58513,"EPS15L1",0.6392756
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",16324507,16325007,"Promoter (<=1kb)",10365,"KLF2",16367142,16367642,"Intron (ENST00000602022.5/58513, intron 21 of 22)",58513,"EPS15L1",0.555419773
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",16324507,16325007,"Promoter (<=1kb)",10365,"KLF2",16327425,16327925,"Promoter (2-3kb)",10365,"KLF2",0.557860234
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",16324507,16325007,"Promoter (<=1kb)",10365,"KLF2",16325892,16326392,"Promoter (1-2kb)",10365,"KLF2",0.542073887
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr6",16471383,16471883,"Intron (ENST00000244769.8/6310, intron 7 of 8)",2766,"GMPR",16518220,16518720,"Intron (ENST00000244769.8/6310, intron 6 of 8)",2766,"GMPR",0.5264983
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr6",16518220,16518720,"Intron (ENST00000244769.8/6310, intron 6 of 8)",2766,"GMPR",16471383,16471883,"Intron (ENST00000244769.8/6310, intron 7 of 8)",2766,"GMPR",0.5264983
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr1",16613356,16613856,"Promoter (<=1kb)",55672,"NBPF1",16644486,16644986,"Promoter (<=1kb)",84809,"CROCCP2",0.707409708
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",16897049,16897549,"Promoter (<=1kb)",27151,"CPAMD8",16888592,16889092,"Promoter (<=1kb)",9002,"F2RL3",0.525623866
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr17",17836104,17836604,"Promoter (<=1kb)",6720,"SREBF1",17839987,17840487,"Promoter (2-3kb)",6720,"SREBF1",0.504208323
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",18203939,18204439,"Promoter (<=1kb)",5864,"RAB3A",18191883,18192383,"Promoter (<=1kb)",84769,"MPV17L2",0.508685565
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",18203939,18204439,"Promoter (<=1kb)",5864,"RAB3A",18173436,18173936,"Promoter (<=1kb)",10437,"IFI30",0.604225433
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",18203939,18204439,"Promoter (<=1kb)",5864,"RAB3A",18161159,18161659,"Promoter (<=1kb)",5296,"PIK3R2",0.506834475
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr22",21641924,21642424,"Promoter (<=1kb)",23753,"SDF2L1",21657362,21657862,"Promoter (<=1kb)",107985532,"LOC107985532",0.605055947
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr22",23839016,23839516,"Promoter (<=1kb)",91319,"DERL3",23857513,23858013,"Promoter (<=1kb)",66035,"SLC2A11",0.550069361
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr22",23839016,23839516,"Promoter (<=1kb)",91319,"DERL3",23847862,23848362,"Distal Intergenic",66035,"SLC2A11",0.589554752
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr1",24187119,24187619,"Promoter (<=1kb)",163702,"IFNLR1",24228251,24228751,"Distal Intergenic",284632,"LINC02800",0.516785045
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr7",24832372,24832872,"Intron (ENST00000313367.7/26031, intron 15 of 22)",26031,"OSBPL3",24833054,24833554,"Intron (ENST00000313367.7/26031, intron 15 of 22)",26031,"OSBPL3",0.643547701
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr2",25342330,25342830,"Promoter (<=1kb)",1788,"DNMT3A",25340957,25341457,"Promoter (<=1kb)",1788,"DNMT3A",0.524491901
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr2",25342330,25342830,"Promoter (<=1kb)",1788,"DNMT3A",25376738,25377238,"Promoter (2-3kb)",1838,"DTNB",0.662010644
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr2",25342330,25342830,"Promoter (<=1kb)",1788,"DNMT3A",25380519,25381019,"Promoter (<=1kb)",1838,"DTNB",0.522609806
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr1",26306478,26306978,"Promoter (<=1kb)",91544,"UBXN11",26279751,26280251,"Promoter (<=1kb)",83442,"SH3BGRL3",0.598372162
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr17",28318784,28319284,"Promoter (<=1kb)",27346,"TMEM97",28335333,28335833,"Promoter (<=1kb)",7126,"TNFAIP1",0.561465556
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr17",28741431,28741931,"Promoter (2-3kb)",9618,"TRAF4",28711237,28711737,"Promoter (<=1kb)",147011,"PROCA1",0.574406352
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr22",28741708,28742208,"Promoter (<=1kb)",11200,"CHEK2",28742244,28742744,"Promoter (<=1kb)",11200,"CHEK2",0.588527061
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr17",28951402,28951902,"Promoter (<=1kb)",51268,"PIPOX",28902804,28903304,"Promoter (<=1kb)",147015,"DHRS13",0.563451964
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr22",30423919,30424419,"Promoter (1-2kb)",51537,"MTFP1",30423106,30423606,"Promoter (1-2kb)",200312,"RNF215",0.557947506
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr16",31142144,31142644,"Promoter (<=1kb)",146547,"PRSS36",31117684,31118184,"Promoter (<=1kb)",84148,"KAT8",0.525966498
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr16",31142144,31142644,"Promoter (<=1kb)",146547,"PRSS36",31107452,31107952,"Promoter (<=1kb)",10295,"BCKDK",0.505255487
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr16",31142144,31142644,"Promoter (<=1kb)",146547,"PRSS36",31179556,31180056,"Promoter (<=1kb)",2521,"FUS",0.765635792
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr17",31491334,31491834,"Intron (ENST00000621161.5/84440, intron 3 of 14)",84440,"RAB11FIP4",31492120,31492620,"Intron (ENST00000621161.5/84440, intron 3 of 14)",84440,"RAB11FIP4",0.584542857
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr6",31862695,31863195,"Promoter (<=1kb)",4758,"NEU1",31814452,31814952,"Promoter (<=1kb)",3305,"HSPA1L",0.508008272
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr6",31862695,31863195,"Promoter (<=1kb)",4758,"NEU1",31827206,31827706,"Promoter (<=1kb)",3304,"HSPA1B",0.54324122
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr6",31862695,31863195,"Promoter (<=1kb)",4758,"NEU1",31902092,31902592,"Promoter (<=1kb)",221527,"ZBTB12",0.531414128
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr6",31862695,31863195,"Promoter (<=1kb)",4758,"NEU1",31908688,31909188,"Intron (ENST00000469372.5/717, intron 1 of 13)",221527,"ZBTB12",0.512244905
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr1",32291762,32292262,"Promoter (<=1kb)",3065,"HDAC1",32335098,32335598,"Promoter (<=1kb)",65108,"MARCKSL1",0.528559442
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr1",32335098,32335598,"Promoter (<=1kb)",65108,"MARCKSL1",32291762,32292262,"Promoter (<=1kb)",3065,"HDAC1",0.528559442
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr6",33391416,33391916,"Promoter (<=1kb)",3833,"KIFC1",33410176,33410676,"Promoter (<=1kb)",5252,"PHF1",0.559272687
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr6",33391416,33391916,"Promoter (<=1kb)",3833,"KIFC1",33410691,33411191,"Promoter (<=1kb)",5252,"PHF1",0.538594737
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr20",33686317,33686817,"Promoter (<=1kb)",1869,"E2F1",33731907,33732407,"Promoter (<=1kb)",84905,"ZNF341",0.535346584
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr20",33686317,33686817,"Promoter (<=1kb)",1869,"E2F1",33674212,33674712,"Promoter (<=1kb)",63941,"NECAB3",0.501879646
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",35740427,35740927,"Promoter (<=1kb)",79713,"IGFLR1",35775194,35775694,"Promoter (<=1kb)",115703,"ARHGAP33",0.54598935
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",35740427,35740927,"Promoter (<=1kb)",79713,"IGFLR1",35717591,35718091,"Promoter (<=1kb)",9757,"KMT2B",0.616676354
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",35740427,35740927,"Promoter (<=1kb)",79713,"IGFLR1",35748243,35748743,"Promoter (<=1kb)",55957,"LIN37",0.624403725
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",35740427,35740927,"Promoter (<=1kb)",79713,"IGFLR1",35716855,35717355,"Promoter (<=1kb)",9757,"KMT2B",0.500331815
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr22",37199268,37199768,"Promoter (<=1kb)",114904,"C1QTNF6",37215880,37216380,"Exon (ENST00000436709.1/ENST00000436709.1, exon 1 of 1)",6753,"SSTR3",0.534636529
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr22",37199268,37199768,"Promoter (<=1kb)",114904,"C1QTNF6",37222348,37222848,"Distal Intergenic",5880,"RAC2",0.556413651
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr22",37199268,37199768,"Promoter (<=1kb)",114904,"C1QTNF6",37218784,37219284,"Distal Intergenic",6753,"SSTR3",0.599358682
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr20",38875482,38875982,"Intron (ENST00000299824.6/26051, intron 2 of 10)",26051,"PPP1R16B",38873019,38873519,"Exon (ENST00000470786.3/ENST00000470786.3, exon 1 of 1)",26051,"PPP1R16B",0.510375442
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",38899538,38900038,"Promoter (<=1kb)",22933,"SIRT2",38930539,38931039,"Promoter (<=1kb)",54938,"SARS2",0.562502455
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",38899538,38900038,"Promoter (<=1kb)",22933,"SIRT2",38849827,38850327,"Promoter (<=1kb)",3191,"HNRNPL",0.569730904
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",38899538,38900038,"Promoter (<=1kb)",22933,"SIRT2",38850406,38850906,"Promoter (<=1kb)",3191,"HNRNPL",0.51675912
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",39401454,39401954,"Distal Intergenic",7538,"ZFP36",39406507,39407007,"Promoter (<=1kb)",7538,"ZFP36",0.538287081
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",39401454,39401954,"Distal Intergenic",7538,"ZFP36",39398112,39398612,"3' UTR",55588,"MED29",0.522666149
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",39403772,39404272,"Promoter (2-3kb)",7538,"ZFP36",39412194,39412694,"Promoter (<=1kb)",64857,"PLEKHG2",0.547294461
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",39403772,39404272,"Promoter (2-3kb)",7538,"ZFP36",39406507,39407007,"Promoter (<=1kb)",7538,"ZFP36",0.569331576
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",39403772,39404272,"Promoter (2-3kb)",7538,"ZFP36",39409483,39409983,"Promoter (<=1kb)",100616163,"MIR4530",0.554697424
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",39403772,39404272,"Promoter (2-3kb)",7538,"ZFP36",39435839,39436339,"Promoter (<=1kb)",6217,"RPS16",0.59361198
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",39406507,39407007,"Promoter (<=1kb)",7538,"ZFP36",39435839,39436339,"Promoter (<=1kb)",6217,"RPS16",0.658447874
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",39406507,39407007,"Promoter (<=1kb)",7538,"ZFP36",39412194,39412694,"Promoter (<=1kb)",64857,"PLEKHG2",0.596407162
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",39406507,39407007,"Promoter (<=1kb)",7538,"ZFP36",39409483,39409983,"Promoter (<=1kb)",100616163,"MIR4530",0.559266287
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",39406507,39407007,"Promoter (<=1kb)",7538,"ZFP36",39403772,39404272,"Promoter (2-3kb)",7538,"ZFP36",0.569331576
"Colon-Transverse","B Lymphocyte","old vs mid","INCREASE","chr19",39406507,39407007,"Promoter (<=1kb)",7538,"ZFP36",39401454,39401954,"Distal Intergenic",7538,"ZFP36",0.538287081
